ORF	H2O2 10m 	H2O2 20m 	H2O2 30m 	H2O2 40m	H2O2 50m 	H2O2 60m 	H2O2 80m 	H2O2 100m 	H2O2 120m 	H2O2 160m 
YNL240C	0.12	-0.01	0.25	-	-0.17	-1.51	-0.43	-0.27	-0.34	-0.54
YNL241C	2.34	2.56	2.14	1.58	0.88	0.64	0.38	0.73	0.42	0.51
YNL242W	-0.22	1.06	-	0.85	0.72	-1.12	0.29	0.18	-0.29	-0.06
YNL243W	0.62	0.62	-0.14	-0.8	0.05	-0.14	-0.35	-0.18	-0.24	-0.14
YNL244C	-0.73	-1	-0.59	-0.86	-0.5	-0.45	-0.25	-0.1	-0.14	-0.25
YNL245C	0.38	0.23	-0.09	-0.3	-0.4	0.03	-0.45	-0.22	-0.3	-0.84
YNL246W	-	-0.29	-0.01	0.21	-0.25	-0.29	-0.6	-	-0.36	-0.71
YNL247W	0.83	-0.6	-0.67	-1.43	-0.18	-0.06	-0.3	-0.17	-0.34	-0.34
YNL248C	-0.07	-2.12	-1.74	-1	-0.51	-0.09	-0.38	-0.15	-0.32	-0.54
YNL249C	-0.29	1.05	1.04	0.93	0.36	0.39	-0.06	-0.2	0.04	-0.2
YNL250W	0.73	1.1	1.14	0.59	0.53	0.42	-0.01	0.08	-0.23	-0.49
YNL251C	0.98	-0.86	-0.34	-0.1	-0.3	-0.39	-	-	-0.11	-0.47
YNL252C	0.75	0.82	1.03	0.59	0.5	0.25	-0.29	0.19	-0.12	-0.42
YNL253W	0.87	1.09	1.06	0.62	0.38	0.39	0.14	-0.18	0.07	-0.43
YNL254C	-0.81	-0.69	-0.6	-0.74	0.04	0.06	-0.3	-0.12	-0.43	-0.69
YNL255C	-1.15	-1.22	-1.06	-1.32	-0.4	0.03	-0.15	-0.4	0.2	-0.32
YNL256W	-0.45	-1.03	-1.29	-1.47	-0.34	-0.34	-0.36	-0.1	-0.38	-0.84
YNL257C	0.51	0.29	0.88	0.08	0.24	0.28	-0.29	0.14	-0.25	-0.67
YNL258C	0.5	0.48	0.55	0.2	0.41	0.52	-0.34	0.04	-0.38	-0.69
YNL259C	0.76	1	1.2	1.16	0.64	0.81	0.44	0.39	0.26	-0.06
YNL260C	2.96	2.69	1.88	-	0.95	0.38	-0.06	0.18	-0.38	-0.38
YNL261W	1.62	1.36	0.93	0.92	0.23	0.23	-0.14	0.01	-0.06	-0.18
YNL262W	0.07	0.65	0.16	-0.18	0.13	0.15	-0.18	0.03	0.08	-0.44
YNL263C	0.31	0.16	0.5	0.18	0.24	0.34	-0.42	-0.23	-0.42	-0.6
YNL264C	0.04	-0.06	0.18	-	0.52	0.29	-0.58	-0.15	-0.58	-0.69
YNL265C	0.67	1.08	1.43	0.86	0.72	0.55	0.08	-0.04	-0.25	-0.34
YNL266W	0.68	1.21	1.45	-	0.77	0.59	-0.14	-0.12	-0.36	-0.47
YNL267W	0.19	-0.36	0.24	0.06	0.21	0.12	-0.15	-0.04	-0.34	-0.4
YNL268W	-0.22	0.19	0.41	-	0.52	0.14	-0.3	0.08	-0.14	-0.43
YNL269W	-0.42	1.22	-1.09	0.46	0.34	0.43	-	-0.69	0.07	0.52
YNL270C	-0.79	0.38	0.04	0.41	-0.94	-0.07	0.11	0.01	0.37	0.25
YNL271C	-0.02	0.24	-0.02	0.29	0.04	-0.05	-0.05	0.19	0.25	-0.03
YNL272C	-0.43	0.03	-0.22	0.1	-0.04	-0.01	0.04	-0.2	-0.17	0.01
YNL273W	0.55	0.77	0.25	-	0.24	0.18	0.6	0.33	0.42	0.24
YNL274C	0.64	1.91	2.64	2.07	2.11	2.27	1.79	1.49	1.34	1.55
YNL275W	-0.3	1.17	0.51	0.36	0.14	0.28	0.31	-0.22	0.29	0.15
YNL276C	-0.86	0.36	0.65	0.11	-0.42	0.01	-	0.25	0.06	0.1
YNL277W	-2.18	0.44	-0.27	0.54	-0.54	-0.09	0.01	0.03	0.14	0.29
YNL278W	0.2	0.11	-0.27	-0.84	-0.74	-0.36	-0.12	0.06	0.26	0.12
YNL279W	-0.15	-1.69	-0.54	-1.09	0.19	-0.2	0.23	-0.3	-0.04	0.19
YNL280C	-0.3	-0.32	-0.25	-0.27	-0.1	0.1	0.11	-0.14	0.03	-0.06
YNL281W	-0.54	-0.81	-0.36	-0.71	-0.22	-0.22	-0.23	-0.54	-0.07	0.03
YNL282W	-0.43	-1.29	-0.86	-	-0.14	-0.1	-0.34	-0.38	-0.06	-0.15
YNL283C	-0.49	-1.22	-	-0.45	-0.27	0.1	0.25	-0.22	0.39	0.34
YNL284C	-0.01	0.56	0.36	-	0.55	0.66	0.28	-0.14	0.34	0.38
YNL285W	0.64	0.23	1.02	0.52	0.5	1.45	1	0.46	0.57	0.61
YNL286W	-0.09	-0.04	-0.15	-	0.28	0.11	0.06	-0.34	-	0.03
YNL287W	0.1	0.55	0.58	0.76	0.06	0.11	0.12	-0.01	0.03	0.12
YNL288W	0.06	-0.38	0.03	-	0.07	-0.04	-0.25	-0.6	-0.34	-0.15
YNL289W	0.53	-0.27	0.48	0.54	-	0.78	0.16	0.09	0.25	0.59
YNL290W	-0.36	-0.43	-0.69	-	-0.58	-0.79	-0.29	-0.58	-0.38	-0.34
YNL291C	-0.23	-1.06	-0.6	0.38	-0.18	-0.03	0.19	0.08	0.4	0.15
YNL292W	-0.67	-1.64	-1.18	-	-0.25	-0.12	-0.06	-0.45	-0.15	-0.18
YNL293W	-0.25	1.02	0.06	-0.45	-0.09	0.58	0.31	0.48	0.15	0.2
YNL294C	-0.1	0.33	0.03	0.11	0.11	-0.04	0.11	0.24	-0.1	0.1
YNL295W	-0.45	1.51	-0.17	0.06	-0.01	-0.03	-	0.43	0.01	0.18
YNL296W	-0.4	-0.03	-0.92	4.95	-0.32	-0.3	0.01	0.2	-0.1	0.06
YNL297C	0.36	0.62	0.7	0.7	0.15	-0.04	-	0.53	0.2	0.29
YNL298W	-0.56	-1.25	-0.54	-	-0.43	-0.47	-0.06	0.2	-	0.08
YNL299W	-2.25	-1.47	-2	-1.56	-0.43	-0.3	-0.03	-	-0.03	0.07
YNL300W	-0.81	-0.64	-1.4	-0.3	-0.54	-0.06	-0.27	-	-0.09	-
YNL301C	-0.71	-1.84	-1.29	-1.06	-0.76	-0.69	-0.23	-0.23	0.1	0.06
YNL302C	-0.76	-0.76	-1.29	-0.64	-0.1	-0.69	-0.43	-0.05	-0.41	-0.34
YNL303W	-1.06	-2.25	-2.06	-1.43	-1.43	-1.25	-1	-0.79	-0.3	-0.3
YNL304W	-0.94	-0.4	-0.84	-	-0.45	-0.42	-0.27	0.18	-0.01	-0.07
YNL305C	0.97	1.08	1.56	0.32	0.56	0.24	0.24	0.48	0.52	0.38
YNL306W	-0.09	0.34	0.45	-	0.69	0.37	0.28	0.39	-0.15	0.49
YNL307C	-0.15	-0.09	0.1	-0.47	-0.23	-0.2	-0.27	-0.23	-0.29	-0.06
YNL308C	-1.79	-2.74	-2.25	-	-0.51	-0.56	-0.25	-0.17	-0.03	-0.4
YNL309W	-1.18	-0.94	0.03	-0.43	-0.81	0.18	-0.32	0.04	-0.09	-0.42
YNL310C	0.37	0.5	-0.17	-	0.2	0.26	0.03	0.15	-0.01	0.03
YNL311C	0.81	0.16	0.24	-	-0.12	-0.18	-0.18	0.3	-0.29	-0.27
YNL312W	-0.01	0.01	0.92	-	1.29	0.48	0.08	0.08	-0.58	-0.04
YNL313C	-1.15	-1.43	-1.25	-	-0.54	-0.34	-0.29	0.03	-0.34	-0.27
YNL314W	0.03	-0.58	-0.18	-	0.54	0.23	-0.23	-	1.34	-0.23
YNL315C	0.4	0.4	0.63	0.04	0.31	0.12	0.23	0.12	0.18	0.49
YNL316C	-0.15	-0.43	-0.14	-	0.21	-0.17	-0.27	-0.1	0.11	-0.07
YNL317W	-0.94	-0.14	-0.67	0.39	-0.07	-0.47	-0.18	0.07	-0.36	-0.07
YNL318C	-1	0.24	-	-1.89	-0.74	-1.18	-0.79	-0.64	-0.49	-0.18
YNL319W	-0.2	-0.03	-0.22	0.31	-0.25	-0.45	-0.29	-0.01	-0.04	-0.3
YNL320W	-0.27	0.58	0.2	0.97	-0.04	0.03	-0.04	-0.12	-0.3	-0.14
YNL321W	-0.23	-0.69	-0.18	0.25	-0.32	-0.54	0.04	-0.03	-0.04	0.08
YNL322C	-0.56	-0.1	-0.43	-0.23	-0.92	-0.69	-0.15	-0.23	-0.23	-0.01
YNL323W	-0.49	-1.09	-0.56	-0.6	-0.27	-0.29	-0.15	-0.09	-0.09	-0.07
YNL324W	-0.36	-0.03	-0.12	0.03	0.1	-0.06	-0.04	-0.38	-0.3	-0.12
YNL325C	-0.74	0.6	0.18	-0.07	-0.04	0.03	0.16	0.11	-0.06	0.06
YNL326C	-0.42	0.54	0.24	0.31	-0.34	-0.47	-0.36	-0.69	-0.43	-0.2
YNL327W	-0.69	-1.15	-1.79	-1.36	-1.47	-1.43	-1.47	-0.67	-0.22	-0.18
YNL328C	-0.04	-	-0.81	-	-0.86	-0.38	-0.18	-0.38	-0.14	0.03
YNL329C	-0.07	0.3	0.45	-1.15	-0.27	-0.29	-0.34	-0.15	-0.07	0.04
YNL330C	-0.84	-1.56	-0.64	-	-0.01	-0.4	-0.09	-0.43	-0.36	-0.42
YNL331C	2.35	1.86	2.39	-0.36	1.7	2.07	1.31	1.05	1.05	1.14
YNL332W	-1.56	-0.71	0.81	-	0.82	1.02	0.82	0.72	0.43	0.4
YNL333W	-0.47	0.88	0.16	-0.54	-0.07	0.7	0.43	0.36	0.53	0.42
YNL334C	-0.18	-0.81	-0.54	-	0.42	0.11	0.3	-	0.1	0.03
YNL335W	-1.47	-0.15	-0.71	-1.06	-0.29	0.1	-0.04	0.01	0.16	0.12
YNL336W	-0.07	0.53	0.52	-	0.33	0.07	0.32	-0.1	0.29	0.18
YNL337W	-0.58	-0.42	-0.32	-0.56	-0.27	-0.54	-0.34	-0.27	0.11	-0.1
YNL338W	-0.21	-0.75	-0.06	-	0.22	-0.48	-0.07	-0.15	-	-0.04
YNL339C	-0.41	-2.31	-0.35	-0.68	-0.02	0.16	-0.11	0.09	0.83	-0.19
YNR001C	0.1	0.76	1.56	-	1.61	0.81	0.5	0.24	0.4	0.38
YNR002C	0.85	0.7	0.07	0.24	0.39	0.65	0.15	0.06	0.31	-0.43
YNR003C	-0.58	-1.15	-0.4	-1	-0.23	0.07	-0.17	-0.1	-0.22	-0.51
YNR004W	0.72	0.21	0.5	1.04	0.26	0.28	0.4	0.06	0.43	-0.25
YNR005C	1.07	1.64	1.43	0.07	0.69	0.19	-0.45	-0.01	-0.43	-0.54
YNR006W	0.01	-	1.47	0.89	0.6	0.46	0.1	0.07	-	-0.6
YNR007C	0.91	1.54	0.81	-0.76	0.56	0.8	0.25	0.32	-	-0.2
YNR008W	0.51	0.45	0.21	-1.12	-0.17	0.01	-0.07	-0.2	-0.01	-0.42
YNR009W	-0.47	-0.07	0.11	-0.76	-0.2	0.37	0.01	-0.03	-0.04	-0.29
YNR010W	0.94	0.77	1.08	0.85	0.36	0.21	0.03	-0.1	0.1	-0.42
YNR011C	-0.12	-0.94	-0.14	-0.14	0.15	-0.17	-0.27	0.07	-0.47	-1
YNR012W	1.34	-2.18	-1.56	-0.71	-0.47	-0.2	-0.34	-0.4	-0.1	-0.76
YNR013C	0.18	0.01	0.28	0.03	0.12	-0.06	-0.22	0.16	-0.25	-0.32
YNR014W	0.9	-0.01	0.23	-1.09	0.01	-0.86	-0.14	-0.17	-0.25	-0.3
YNR015W	-0.36	-0.62	-0.45	-	-0.06	0.04	-0.36	0.04	-0.42	-0.49
YNR016C	0.74	-0.06	0.58	0.05	0.27	0.42	-0.23	0.86	-0.18	-0.1
YNR017W	-0.25	-0.64	-0.6	-	-0.54	-0.56	-0.27	0.07	-0.42	-0.2
YNR018W	-0.27	-	-0.71	-0.32	-0.18	-0.4	-0.29	0.07	-0.42	-0.6
YNR019W	0.41	0.77	-	-	-0.04	0.21	-0.42	-0.32	-0.89	-0.42
YNR020C	0.12	0.49	-	0.36	0.29	0.67	0.01	0.2	-0.03	-0.36
YNR021W	0.2	0.48	0.14	-	-0.24	-0.2	-0.31	-0.16	-0.14	-0.12
YNR022C	0.53	0.29	0.46	0.93	0.2	0.18	-0.2	0.03	-0.09	-0.36
YNR023W	0.12	0.36	-0.1	-	0.24	0.04	-0.34	-0.18	-0.54	-0.64
YNR024W	-0.79	-1.6	-1.18	-0.18	-0.18	-0.07	-0.25	-0.17	-0.17	-0.6
YNR025C	-0.47	-0.74	-0.45	-	-0.15	0.12	-0.36	-0.1	-0.49	-0.49
YNR026C	-0.07	-0.4	-0.18	-0.34	0.25	-0.03	0.31	-0.71	0.23	0.25
YNR027W	-1.64	-0.47	-0.56	-0.22	-0.84	0.06	-0.27	-0.54	-0.47	-0.09
YNR028W	0.04	-0.6	-0.25	-0.29	-0.32	-0.43	0.16	-0.47	0.25	0.2
YNR029C	-0.92	0.92	-	-1.25	-0.54	-0.47	0.06	-0.25	-0.1	0.15
YNR030W	0.29	0.03	0.26	0.32	0.06	-0.22	0.24	-0.3	0.3	-
YNR031C	0.13	0.53	-0.47	0.34	-0.23	0.07	-0.12	-0.14	-0.46	-0.07
YNR032W	0.11	-0.04	0.32	-0.4	0.37	0.19	0.33	-0.71	0.23	0.11
YNR033W	0.28	2.11	0.54	0.12	0.37	0.1	0.33	0.04	-0.09	0.08
YNR034W	0.57	-0.04	0.72	0.25	0.55	0.49	0.48	-0.29	0.2	0.34
YNR035C	-0.04	0.41	0.33	-	0.18	0.57	0.28	-0.17	0.23	0.11
YNR036C	0.2	0.44	0.03	-0.18	-0.36	-0.76	0.54	-0.6	0.75	0.46
YNR037C	0.58	1.69	1.06	0.34	0.3	-0.15	0.49	0.26	0.7	0.46
YNR038W	-0.58	-1.84	-0.97	0.68	-0.64	-0.15	-0.1	-0.42	-0.15	-0.03
YNR039C	0.3	0.12	0.58	-	-0.14	-0.01	0.03	-0.12	0.01	0.01
YNR040W	0.02	-0.07	-0.17	0.12	0.46	0.03	0.33	-0.03	0.58	0.45
YNR041C	-0.92	0.26	-0.25	-	-0.76	-0.38	0.12	-0.2	0.14	0.04
YNR042W	-0.18	1.12	-0.92	0.5	1.52	-0.38	0.33	-0.01	0.26	0.34
YNR043W	-0.43	-0.22	-0.58	-	-0.38	0.12	0.08	-0.23	0.01	-0.23
YNR044W	-0.17	-0.09	-0.27	0.29	-0.42	-0.42	-0.34	-0.71	-0.51	-0.56
YNR045W	-0.01	0.2	0.5	-	-0.03	0.48	0.01	-0.22	-0.03	0.11
YNR046W	-0.58	-1.89	-1.4	-0.54	-0.86	0.12	0.07	-0.32	0.12	-0.06
YNR047W	0.1	1.11	0.68	-	0.32	0.38	0.45	0.32	0.25	0.25
YNR048W	0.11	-0.06	1.35	0.18	0.26	0.14	0.26	-0.27	0.14	0.15
YNR049C	0.34	-0.49	0.49	-	-	-0.42	0.36	0.06	0.25	0.21
YNR050C	-0.27	0.08	-0.01	1.36	1.6	1.53	1.87	1.55	1.44	1.04
YNR051C	-0.43	-0.47	-0.22	0.57	-0.71	-0.51	-0.22	-0.42	-0.38	-0.14
YNR052C	-0.2	0.11	-0.4	-0.6	-0.34	-0.47	0.07	0.26	0.14	0.06
YNR053C	-1.32	-1.6	-2.06	-0.43	-0.86	-0.69	-0.34	-0.14	-0.43	-0.15
YNR054C	-0.54	-1.32	-1.43	-0.81	-0.94	-0.84	-0.3	0.1	-0.29	-0.18
YNR055C	-0.32	-0.86	-0.3	-0.45	-0.76	-0.32	-0.14	-0.15	-0.18	0.03
YNR056C	-0.12	0.52	-0.25	0.01	-0.1	-0.09	-0.07	0.65	0.4	0.19
YNR057C	0.6	-2.12	0.89	-2.18	-0.84	-1.4	0.28	0.15	-0.09	-0.45
YNR058W	-0.04	-0.47	-0.15	-0.06	-	-0.51	-0.4	0.56	-0.03	0.15
YNR059W	0.39	-0.43	-0.34	0.06	-0.29	-0.25	0.08	-0.01	-0.25	-0.18
YNR060W	-0.09	0.64	0.28	-0.12	-0.42	-0.64	-0.14	0.19	-0.18	0.07
YNR061C	-0.18	-3.06	-0.2	-0.09	-0.49	-0.23	-0.23	-0.27	0.03	-0.25
YNR062C	-0.22	-0.94	-0.01	-0.32	-0.4	-0.51	-0.3	-0.15	-0.12	-0.23
YNR063W	-	-0.06	-0.51	-	-0.3	-0.27	-0.15	0.16	-0.54	0.4
YNR064C	-3.47	-	0.07	-0.49	0.01	-0.27	-0.3	0.28	-0.15	0.01
YNR065C	-1.43	-2.4	-0.17	-	-0.6	0.16	-0.18	0.26	-0.25	0.04
YNR066C	0.61	0.23	0.72	0.24	-	-0.14	0.11	0.03	0.1	-
YNR067C	-	-0.15	-	-0.14	-1.18	-0.84	-1.03	-0.29	-0.2	-0.32
YNR068C	2.83	1.18	0.69	1.49	0.32	0.13	0.03	0.36	0.06	0.71
YNR069C	0.56	0.11	-0.29	0.89	0.38	-0.7	-0.08	0.18	-0.25	0.21
YNR070W	-0.4	-0.59	-0.06	-1.89	0.16	-0.39	0.3	0.11	0.47	0.08
YNR071C	-0.89	-1.06	-0.56	-	1.26	0.74	1.1	-	-0.18	0.61
YNR072W	0.57	0.34	0.85	-0.4	0.26	0.11	0.72	0.48	0.41	0.33
YNR073C	-0.2	0.65	-0.4	-	-0.09	-	0.31	-	0.08	0.07
YNR074C	2.31	2.27	1.8	1.16	1.25	0.32	0.5	0.86	0.67	0.31
YNR075W	-0.4	0.32	0.1	-0.51	-0.4	-0.04	-0.12	-0.23	-0.1	-0.2
YNR076W	0.12	0.2	-0.2	-0.23	-0.17	-0.36	0.26	0.58	0.23	0.1
YNR077C	-0.51	-1.18	-0.42	0.25	-0.64	-0.42	-0.42	-0.27	-	-0.32
YOL001W	0.19	0.62	0.23	0.73	-0.06	-0.62	0.04	0.37	0.18	-
YOL002C	-0.62	-0.42	-0.45	0.63	-0.07	0.33	0.26	0.03	-0.07	-
YOL003C	-0.42	-0.3	-0.27	-0.32	0.18	-0.23	0.1	0.31	0.11	-0.01
YOL004W	-0.45	-0.35	-0.25	-0.11	-0.47	-0.33	-0.48	-0.44	-0.1	-0.31
YOL005C	-0.17	-0.15	-0.4	-0.34	-0.71	-0.6	-0.04	0.32	0.2	0.03
YOL006C	-0.89	-2.12	-0.84	-0.76	-0.51	-0.74	-0.54	-0.23	-0.2	-0.27
YOL007C	-0.42	-0.67	-1.32	-1.09	-0.42	-1	-0.69	-0.29	-0.23	-0.47
YOL008W	-0.32	-1.18	-0.1	0.5	-0.25	-0.47	-0.49	-0.47	-0.29	-0.42
YOL009C	-1.22	0.56	0.21	-0.29	0.03	0.11	-0.01	0.11	0.07	0.25
YOL010W	-2.18	-2	-1.89	-	-0.22	-0.38	-0.17	-0.51	-0.22	-0.07
YOL011W	-1.03	0.16	-0.76	-0.2	-0.27	-0.4	-0.23	0.03	0.08	0.39
YOL012C	-1.12	-0.84	-1.47	-	-0.42	-0.71	-0.01	-0.92	-0.47	-0.15
YOL013C	0.67	0.65	0.96	0.31	0.19	0.18	0.06	0.01	0.18	0.24
YOL014W	-0.67	-0.79	-0.92	-	-0.89	-1.47	-1.18	-1.43	-0.94	-0.36
YOL015W	-0.22	0.82	1.26	0.68	-0.51	-0.18	-0.74	0.18	0.11	0.01
YOL016C	0.4	0.34	-0.41	0.24	0.49	-0.23	-0.25	-0.38	-0.44	0.03
YOL017W	0.03	0.53	0.77	0.65	0.48	0.28	0.12	0.11	0.2	0.08
YOL018C	0.01	0.6	0.19	-	1.08	0.18	0.25	-0.15	-0.01	-0.06
YOL019W	-1.15	-0.64	-0.86	-0.42	-0.64	-0.51	-0.49	-0.34	-0.03	-0.22
YOL020W	-0.86	-0.29	-0.76	-	-0.09	-0.62	-0.27	-0.29	-0.23	-0.15
YOL021C	0.31	-0.76	-0.6	0.01	-0.04	-0.17	-0.36	-0.12	-0.09	-0.86
YOL022C	-0.64	-1.25	-1.12	-0.67	-0.29	-0.01	-0.32	-0.04	-0.34	-0.6
YOL023W	0.21	0.34	0.61	0.28	0.4	0.23	-0.23	-	0.12	-0.6
YOL024W	0.21	0.39	0.66	-0.15	0.28	0.01	-0.15	0.1	-0.22	-0.38
YOL025W	-0.27	0.58	0.7	0.23	0.21	0.2	-0.09	-0.22	-0.09	-0.45
YOL026C	0.29	0.21	0.28	-0.3	-0.06	-0.04	-0.36	-0.14	-0.2	-0.47
YOL027C	0.58	-0.15	0.51	0.4	0.18	0.24	-0.18	0.03	-0.07	-0.32
YOL028C	1.26	0.71	-0.22	0.08	-0.18	0.01	-0.36	0.19	-0.17	-0.32
YOL029C	-0.64	0.91	0.66	-0.29	0.07	0.04	-0.09	0.03	-	-0.17
YOL030W	0.1	0.3	0.26	0.15	0.19	0.46	-	0.12	-0.12	-0.47
YOL031C	-0.42	-	0.57	-0.2	0.01	0.1	-0.22	-0.25	-0.38	-0.58
YOL032W	0.77	0.44	0.92	0.58	1.1	0.72	-	-0.1	-0.14	-0.38
YOL033W	0.3	-0.04	0.57	-0.27	0.76	0.39	0.04	0.25	-0.01	-0.07
YOL034W	0.12	0.07	0.29	0.26	0.28	0.18	-0.22	-	-0.38	-0.76
YOL035C	0.64	-0.36	0.01	-0.14	0.29	0.15	-0.18	0.07	-0.22	-0.51
YOL036W	-0.04	-0.4	-0.69	-1.32	-0.1	0.07	-0.09	-0.01	-0.47	-0.51
YOL037C	0.15	0.28	-0.18	-0.22	0.51	0.12	0.04	0.04	-0.22	-0.27
YOL038W	0.59	0.83	0.98	0.69	0.11	-0.12	-0.67	-0.34	-0.47	-0.89
YOL039W	0.06	-1.25	-1.15	-1.64	-0.94	-1	-0.6	-0.22	-0.2	-0.34
YOL040C	-0.18	-0.79	-0.86	-0.25	-0.29	-0.42	-0.69	-	-0.07	-0.62
YOL041C	-0.61	-1.44	-1.23	-0.69	-0.52	-0.6	-0.76	-0.45	-0.62	-0.66
YOL042W	0.61	0.9	0.66	1.27	0.16	0.14	-0.43	-0.15	-0.32	-0.4
YOL043C	0.18	-0.03	0.44	-0.14	0.31	0.19	-0.2	-0.09	-0.47	-0.58
YOL044W	0.41	0.63	0.54	0.48	0.55	0.58	-0.25	0.03	-0.38	-0.34
YOL045W	-0.01	-0.27	-0.18	-0.25	0.12	-0.03	0.33	0.1	0.32	0.39
YOL046C	0.12	0.29	0.91	-0.23	-0.01	-0.12	0.18	0.04	0.03	0.25
YOL047C	-0.25	1.1	1	1.63	6.6	0.58	1.43	0.01	1.34	1.25
YOL048C	1.33	2.7	2.97	2.54	1.21	0.93	0.45	0.15	0.39	0.7
YOL049W	0.99	1.31	1.37	1.34	0.79	0.25	0.49	-0.01	0.38	0.46
YOL050C	0.04	0.2	-0.01	0.54	0.01	-0.01	0.11	-0.1	-0.09	0.12
YOL051W	-0.05	0.27	-0.12	0.29	-	-0.12	0.07	-0.05	0.03	0.17
YOL052C	-0.09	0.5	-0.45	-0.14	-0.58	-0.18	-0.06	-0.18	-0.15	0.08
YOL053W	0.4	-0.62	0.63	1.69	0.58	0.82	0.76	0.31	0.63	0.78
YOL054W	-0.4	-1.09	-0.12	-0.15	-0.14	0.08	0.16	-0.27	0.21	0.11
YOL055C	0.23	-0.34	0.06	0.57	0.46	0.33	0.34	-0.06	0.08	0.96
YOL056W	0.18	-3.32	0.08	-0.45	0.04	-0.09	-0.1	-0.62	-0.29	-0.18
YOL057W	0.57	0.64	1.05	0.25	0.11	-0.15	-0.04	-0.18	-0.09	-0.09
YOL058W	2.56	-	1.07	0.21	0.23	0.83	0.18	-0.07	0.19	0.18
YOL059W	-0.1	0.16	-0.01	0.06	-0.56	-0.3	-	-0.2	-0.12	0.07
YOL060C	0.92	1.24	0.5	-0.01	0.42	0.73	0.23	0.1	0.33	0.38
YOL061W	-0.74	-0.42	-0.49	-0.38	-0.12	-0.06	-0.1	-0.32	-0.17	-0.03
YOL062C	0.03	1.12	-0.49	-0.03	0.24	0.06	0.12	-0.2	0.04	0.07
YOL063C	0.5	-	0.42	0.31	-0.12	0.29	-	-0.3	-0.15	-0.03
YOL064C	1.01	0.97	0.23	0.08	0.49	0.36	0.01	-0.49	-0.17	-0.15
YOL065C	0.26	0.06	0.26	0.33	0.29	0.12	0.16	-0.3	0.07	0.1
YOL066C	-0.4	-0.25	-	-	-0.45	-0.06	0.21	-0.07	0.04	-0.15
YOL067C	0.12	0.61	-0.03	-0.09	0.16	-0.36	-0.14	-0.27	-0.23	-0.09
YOL068C	-0.03	0.04	0.04	0.03	-0.43	-0.71	-0.22	0.21	-0.17	-0.03
YOL069W	-0.2	-0.45	-0.03	0.5	-0.67	-0.56	-0.2	-0.34	-0.47	-0.32
YOL070C	-0.79	-0.62	-0.79	-0.04	-0.62	-0.54	-0.1	0.23	-0.06	-0.04
YOL071W	0.71	0.45	1.21	2.16	0.92	0.71	0.61	0.41	0.28	0.57
YOL072W	0.12	-0.38	-0.43	0.51	-0.03	-0.38	0.08	0.29	-0.03	0.06
YOL073C	-0.45	-1.43	-0.47	0.06	-0.49	-0.25	0.07	0.21	-0.01	0.15
YOL075C	-0.4	-0.56	0.48	0.55	-	0.06	0.34	0.46	0.21	0.46
YOL076W	-0.42	-1.06	-0.79	-0.03	-0.62	-0.56	0.08	0.21	-0.04	-0.07
YOL077C	-1.74	-3.18	-2.64	-0.79	-1.29	-0.74	-0.25	-0.2	-0.3	-
YOL078W	-0.3	-1.21	-0.8	-0.6	-0.52	-0.38	-0.16	0.24	-0.1	0.06
YOL079W	-1.94	-5.64	-1.47	-0.42	-0.86	-0.62	-0.14	-0.2	-0.23	-0.04
YOL080C	-1.18	-1.4	-1.32	-	-0.69	-0.45	-0.01	-0.18	-0.09	-0.14
YOL081W	-0.72	-0.36	-0.74	-0.42	0.22	-0.16	-0.05	0.47	0.06	-0.17
YOL082W	0.41	-	1.56	-	1.16	0.62	0.46	0.32	0.43	0.44
YOL083W	0.66	1.57	2.8	2.49	2.81	1.86	1.39	1.16	-0.07	0.96
YOL084W	-2.94	-	0.2	-	0.38	0.9	0.32	0.57	0.64	0.19
YOL085C	-0.45	-1.06	-0.4	-0.18	0.3	-0.76	-0.06	0.07	-0.3	-0.25
YOL086C	-0.62	-1.43	-1.09	-1	-1.15	-1	-0.14	-0.32	-0.14	-0.07
YOL087C	0.14	-0.76	0.34	0.3	0.73	0.21	-0.1	0.41	-0.32	0.18
YOL088C	-0.22	-0.18	0.7	-0.51	0.04	-0.03	0.31	0.06	0.24	0.14
YOL089C	0.01	0.32	0.03	0.78	0.25	-0.18	-0.03	0.16	0.37	-0.15
YOL090W	0.11	-0.42	0.41	-0.45	0.07	-0.01	0.15	0.08	0.07	-0.01
YOL091W	0.11	-0.32	-0.07	0.86	0.34	0.11	-0.07	0.25	-0.22	-0.42
YOL092W	-0.4	-1.4	-1.47	-1.18	-0.89	-0.67	-0.1	0.07	-0.03	-0.27
YOL093W	-1.25	-1.69	-0.79	-1.09	-1.03	-0.38	-0.69	-0.42	-0.56	-0.43
YOL094C	-0.22	-0.45	-0.38	0.12	-0.4	-0.67	-0.15	-0.03	-0.18	-0.25
YOL095C	-0.29	0.37	0.34	1.57	-0.22	-0.27	-0.18	-0.12	-0.27	-0.38
YOL096C	0.3	0.76	-0.47	-0.89	0.19	0.21	0.26	0.25	0.14	0.03
YOL097C	-1.12	-1.32	-1.69	-1.43	-1.18	-0.74	-0.47	-0.47	-0.54	-0.36
YOL098C	0.11	0.28	0.43	0.62	0.25	-0.38	-0.1	0.32	-0.14	-0.07
YOL099C	-0.1	0.88	0.98	1.53	0.4	0.08	-0.2	0.01	-0.09	-0.09
YOL100W	-0.04	1.03	0.7	0.7	0.34	-0.18	0.11	0.49	-0.07	0.19
