ORF	diamide 5m	diamide 10m	diamide 20m	diamide 30m	diamide 40m	diamide 50m	diamide 60m	diamide 90m
YOR188W	-0.47	-0.69	-0.71	-0.81	-0.56	-0.3	-0.47	0.01
YOR189W	-0.07	0.23	0.26	0.33	0.44	0.64	0.39	0.39
YOR190W	-0.23	-0.3	-0.32	0.1	-0.36	-	0.4	0.21
YOR191W	-0.38	-0.49	-0.6	-0.54	-0.4	-0.49	-0.49	-
YOR192C	-	-0.51	-0.49	-0.15	-0.01	0.11	0.38	0.32
YOR193W	-	0.37	0.24	0.2	0.38	0.42	0.42	0.54
YOR194C	-0.32	-0.14	0.01	-0.09	0.1	-0.04	-0.25	0.04
YOR195W	-1.22	-1.15	-1.06	-1.15	-1.06	-	-1.29	-
YOR196C	-0.04	-0.06	-0.23	-0.36	-0.4	-0.18	-0.04	-0.03
YOR197W	0.23	0.07	-0.23	-0.25	-0.17	-0.2	0.23	0.16
YOR198C	-0.22	-0.14	0.12	0.07	0.36	0.4	0.6	0.52
YOR199W	-0.23	0.08	-0.14	-	-0.07	-	-0.25	-0.1
YOR200W	-0.1	0.2	0.11	0.25	-	-0.15	0.03	-0.27
YOR201C	-0.09	0.2	0.21	0.36	0.4	0.12	0.01	-0.01
YOR202W	0.19	0.06	-0.12	-0.27	-0.15	-0.12	0.01	-0.42
YOR203W	-0.14	-	-	-	-	-	-	-
YOR204W	0.04	-0.45	-0.58	0.07	-0.22	-0.09	0.8	-0.04
YOR205C	-0.71	-	-	-	-	-	-	-
YOR206W	-0.81	-1.94	-2.84	-2.74	-1.84	-1.36	-0.84	-0.43
YOR207C	-0.76	-1.79	-2.74	-2.64	-	-	-	-0.36
YOR208W	0.11	0.14	0.39	0.52	0.77	0.39	1.44	0.62
YOR209C	-	-	-	-	-	-	-	-
YOR210W	0.26	0.12	-0.45	-0.74	-0.76	-0.4	-0.25	-0.2
YOR211C	-	-0.06	0.11	0.37	0.08	-0.17	0.12	-0.48
YOR212W	-	-0.15	-0.4	-0.45	-0.36	-0.56	-0.6	-0.4
YOR213C	-0.3	-0.38	-0.81	-0.71	-0.43	-0.43	-0.09	0.16
YOR214C	-0.22	-0.06	-0.32	-0.25	-1.15	-1.09	-0.89	-0.4
YOR215C	0.25	1.03	1.41	1.21	1.1	0.8	0.29	0.1
YOR216C	-0.49	-0.56	-0.43	-0.84	-0.47	-0.54	-0.74	-0.23
YOR217W	-0.17	-0.43	-0.43	-0.54	-0.47	-0.47	-0.62	-0.49
YOR218C	0.03	-0.04	-0.12	-0.42	-0.18	-0.43	-0.62	-0.14
YOR219C	0.16	0.14	0.25	0.31	0.19	-0.06	0.23	0.14
YOR220W	0.91	1.4	1.68	1.57	1.39	0.98	2.07	1.19
YOR221C	-0.02	-0.12	-0.1	-0.14	0.11	0.01	0.4	0.18
YOR222W	0.07	0.06	-0.32	-0.81	-0.74	-0.6	-0.42	-0.36
YOR223W	0.12	-	0.46	-0.2	0.04	0.04	0.23	-0.06
YOR224C	0.19	-0.25	-0.92	-1.36	-0.97	-0.74	-0.74	-0.2
YOR225W	2.01	1.91	1.21	0.8	0.99	1.11	0.51	0.89
YOR226C	2.19	2.03	1.46	1.01	1.2	1.14	0.59	1.12
YOR227W	0.42	0.23	0.74	0.93	0.85	0.5	-0.09	0.15
YOR228C	0.28	0.71	0.83	0.83	0.49	0.48	0.77	0.1
YOR229W	-0.47	-0.54	-0.56	-0.38	-0.38	-0.07	0.2	-0.23
YOR230W	0.75	0.96	0.94	0.56	0.48	0.34	0.67	0.38
YOR231W	-0.07	-0.54	-0.54	-0.43	-0.23	-0.38	-	0.08
YOR232W	0.31	0.56	0.68	0.42	0.29	0.38	0.33	-0.04
YOR233W	-0.81	-1.06	-0.97	-1.09	-0.79	-0.6	-0.56	0.08
YOR234C	0.49	0.06	-0.6	-1.12	-1.18	-0.84	-0.56	-0.4
YOR235W	-0.4	-0.17	-0.32	-0.07	-0.89	-0.18	-0.22	-0.23
YOR236W	-0.04	-0.51	-1.15	-0.81	-0.47	0.33	0.96	0.97
YOR237W	-0.49	-0.76	-0.92	-0.76	-0.64	-0.45	-0.34	-0.3
YOR238W	0.01	-0.23	-0.34	-0.04	0.03	0.34	0.44	0.53
YOR239W	-0.4	-0.3	-0.18	-0.15	-0.12	0.24	0.2	0.25
YOR240W	-0.07	-0.34	-	-0.07	0.18	0.29	0.28	0.43
YOR241W	-0.07	0.11	-0.06	-0.15	0.03	-0.04	-0.07	0.06
YOR242C	-0.15	-0.43	-0.4	-0.62	-0.56	-0.6	-0.6	-
YOR243C	-0.64	-1.15	-1.94	-1.74	-1.15	-0.84	-0.51	-0.23
YOR244W	-0.18	-0.22	0.1	0.1	0.04	-	-0.07	0.25
YOR245C	-0.04	0.33	0.44	0.42	0.71	0.36	0.45	0.41
YOR246C	-	-0.38	-0.42	-0.49	-0.3	-0.25	-0.03	0.49
YOR247W	0.25	0.12	-0.07	0.06	-	0.31	0.25	0.68
YOR248W	0.23	0.11	-0.01	0.01	0.11	0.15	0.03	0.55
YOR249C	-0.23	-0.1	-	-0.07	-	-0.07	-0.17	-
YOR250C	0.24	0.12	0.5	0.31	0.5	0.56	0.43	0.33
YOR251C	0.06	0.01	-0.29	-0.42	-0.12	0.07	0.38	0.38
YOR252W	-0.54	-1.09	-1.51	-0.97	-1.12	-0.81	-2.25	-0.32
YOR253W	0.07	0.14	-0.22	-0.47	-0.27	-0.01	0.14	0.07
YOR254C	0.23	-0.12	-0.17	-0.15	0.16	0.07	0.29	0.34
YOR255W	-0.1	-0.36	0.04	-0.17	0.28	0.15	-0.07	-0.54
YOR256C	0.15	0.34	0.63	0.67	0.59	0.29	0.1	0.3
YOR257W	0.18	0.44	0.44	0.23	0.4	0.51	0.57	0.37
YOR258W	0.16	0.63	0.58	0.59	0.6	0.55	0.52	0.25
YOR259C	0.1	0.68	1.11	1.07	1.32	1.22	0.9	0.76
YOR260W	-	-0.2	-0.3	-0.34	0.14	-0.18	0.14	0.08
YOR261C	0.01	0.63	0.9	0.82	0.93	0.92	0.82	0.31
YOR262W	-0.42	-0.49	-0.69	-0.51	-0.51	-0.09	0.15	0.2
YOR263C	-0.2	-0.03	0.14	-0.86	0.41	-	-0.32	-0.29
YOR264W	0.07	0.14	0.19	0.28	0.24	0.37	-0.14	-
YOR265W	0.32	0.82	0.7	0.45	0.78	-	0.75	0.29
YOR266W	0.14	0.39	0.33	0.29	0.1	0.2	0.33	0.05
YOR267C	0.19	0.42	0.42	-0.76	0.32	-0.2	0.91	-
YOR268C	-	-0.07	0.07	-0.04	-0.62	-0.45	-0.06	-0.51
YOR269W	-0.16	-0.34	-0.53	-0.58	-0.36	-0.36	0.02	-0.09
YOR270C	0.15	-0.15	-0.34	-0.25	-0.1	-0.15	-0.09	-0.17
YOR271C	-0.01	-0.6	-1.18	-1.4	-0.69	-0.43	0.32	0.16
YOR272W	-0.4	-1.47	-2.56	-2.47	-1.64	-1.03	-0.4	0.03
YOR273C	2.63	2.14	2.09	1.63	1.41	0.62	1.22	0.75
YOR274W	-0.12	-0.38	-0.58	-0.4	-0.42	-	0.37	0.21
YOR275C	-	-0.04	0.04	0.04	0.1	-	-0.23	-0.04
YOR276W	0.38	0.36	-0.23	-0.62	-0.6	-0.42	-0.1	-0.18
YOR277C	0.29	0.25	-0.4	-0.74	-0.62	-0.42	-0.1	-0.17
YOR278W	0.24	0.36	0.33	0.34	0.1	0.21	0.26	0.19
YOR279C	-0.27	-0.14	-0.32	-0.2	0.11	0.11	-0.17	0.23
YOR280C	0.28	0.12	0.45	0.6	0.48	0.63	0.9	0.53
YOR281C	-0.18	0.06	-	-0.17	0.1	0.16	0.21	-0.06
YOR282W	-0.14	-0.06	-0.04	-0.07	-0.17	-0.22	-0.1	-0.45
YOR283W	-0.04	-0.04	-	-0.49	-0.23	0.04	0.42	0.25
YOR284W	0.19	0.12	0.01	-0.04	-0.04	0.18	0.23	-0.03
YOR285W	0.75	1.62	-	2.51	2.59	2.3	1.82	1.1
YOR286W	0.38	0.7	0.86	0.82	0.48	0.39	0.29	-0.22
YOR287C	-1.25	-1.69	-2.12	-1.94	-1.64	-1.43	-0.97	-0.43
YOR288C	0.29	0.44	0.9	1.09	1.06	1.24	1.63	1.08
YOR289W	0.37	1.65	2.15	2.45	2.49	2.28	2.38	1.6
YOR290C	-0.1	-0.15	-	-0.27	-0.17	-0.07	-0.62	-0.04
YOR291W	-0.02	-0.32	-0.07	-0.03	-	-0.38	-0.44	-0.51
YOR292C	0.33	0.63	0.71	0.78	0.41	0.26	0.08	-0.06
YOR293W	0.36	0.28	-0.6	-1.22	-1.32	-0.97	-0.84	-0.62
YOR294W	-0.79	-1.89	-2.4	-2.18	-1.56	-1.09	-0.43	-0.22
YOR295W	-0.43	-0.67	-1	-0.79	-0.79	-0.29	-0.06	-0.17
YOR296W	-0.09	-0.23	-0.01	0.08	0.04	0.12	-0.03	0.08
YOR297C	0.03	0.12	-0.27	-0.1	0.03	-0.06	-0.18	-0.12
YOR298W	0.77	1.37	0.32	0.32	0.11	-0.2	0.33	0.45
YOR299W	0.23	0.12	0.16	0.04	0.3	0.2	0.6	0.43
YOR300W	0.08	0.19	-0.04	0.1	-0.03	0.03	0.48	0.11
YOR301W	0.07	-0.43	-0.45	-0.15	0.03	-0.1	-0.17	-0.01
YOR302W	0.08	-0.92	-0.56	-0.94	-0.86	-0.3	0.31	0.16
YOR303W	-0.23	-1.32	-2.32	-1.94	-1.25	-0.45	0.68	0.73
YOR304C-A	-	-	-	-	-	-	-	-
YOR304W	-0.56	-0.4	-0.22	-0.38	-0.25	-0.32	-0.29	-0.22
YOR305W	-0.09	-0.15	-0.34	-0.51	-0.15	-0.06	-0.18	0.1
YOR306C	-0.69	-1.29	-1.64	-1.4	-1.22	-1	0.28	-0.23
YOR307C	-0.22	-0.49	-0.45	-0.36	-	-0.06	-0.04	0.19
YOR308C	-0.81	-0.86	-0.64	-0.67	-0.4	-0.47	-0.45	-0.1
YOR309C	-0.64	-1.18	-2.4	-2.64	-1.74	-1.25	-0.71	-0.43
YOR310C	-0.51	-1.32	-2.32	-2.64	-1.79	-1.36	-0.89	-0.43
YOR311C	0.06	-0.06	-0.36	-0.27	-0.15	0.03	0.19	-0.51
YOR312C	0.55	0.2	-0.54	-1.36	-1.32	-1.03	-0.84	-0.42
YOR313C	-0.47	-0.97	-1.25	-1	-1.47	-1.6	-1.64	-2.4
YOR314W	-0.22	-0.5	-0.48	-0.5	-0.91	-0.94	-0.84	-0.63
YOR315W	0.08	-0.71	-1.18	-1.43	-0.86	-1	-1.22	-0.43
YOR316C	0.44	0.44	0.38	0.4	0.53	0.24	0.01	0.18
YOR317W	0.61	0.7	1.26	1.18	1.25	0.34	0.24	0.3
YOR318C	-0.15	-0.22	-0.25	-0.32	-0.45	-0.49	-0.47	-0.23
YOR319W	-0.15	-0.18	-0.3	-0.49	-0.42	-0.36	-0.18	-0.12
YOR320C	0.06	0.03	-0.1	-0.3	-0.14	-0.29	-0.49	0.11
YOR321W	0.01	-0.2	0.15	0.29	0.53	0.61	0.61	0.36
YOR322C	-0.22	-0.34	-0.32	-0.4	-0.25	-0.3	-0.29	-0.1
YOR323C	0.06	0.06	-0.12	-0.15	-	-	0.24	0.1
YOR324C	-0.2	-0.56	-0.36	-0.51	-	-0.15	0.26	0.03
YOR325W	-0.54	-1.09	-0.71	-0.6	-0.43	-0.4	-0.06	-
YOR326W	-0.47	-0.4	-0.29	-0.58	-0.45	-0.43	-0.79	-0.18
YOR327C	0.32	0.55	0.36	0.26	0.36	0.61	0.64	0.29
YOR328W	-	-0.23	-0.29	0.2	0.06	0.04	-	0.19
YOR329C	0.25	-0.15	0.01	0.01	0.28	-0.34	0.01	0.03
YOR330C	-0.3	-0.38	-0.2	-0.14	-0.18	-0.25	-0.43	0.19
YOR331C	0.19	0.4	0.33	0.25	0.34	0.3	0.62	0.3
YOR332W	0.4	0.69	0.64	0.46	0.53	0.53	0.6	0.33
YOR333C	-0.47	-0.62	-0.64	-0.42	-0.38	-0.6	-0.32	-0.45
YOR334W	-0.2	-0.38	-0.23	-0.25	-0.04	-0.14	0.08	-0.24
YOR335C	-0.17	-0.89	-1.25	-1.64	-1.29	-0.92	-0.62	-0.42
YOR336W	-0.14	-0.23	-0.1	-0.23	0.25	0.08	-0.03	-0.1
YOR337W	-0.94	-1.74	-1.79	-1.51	-1.15	-0.6	-0.14	-0.22
YOR338W	-0.62	-0.74	-0.71	-0.06	0.39	0.46	2.32	0.42
YOR339C	-0.62	-0.51	-0.58	-0.45	-0.34	0.08	0.19	-0.29
YOR340C	-0.58	-1.51	-2.47	-2.12	-1.84	-0.74	-0.64	-0.3
YOR341W	-0.64	-1.74	-1.94	-1.43	-1.29	-1.29	-0.6	-0.51
YOR342C	-0.17	-0.84	-1.09	-0.97	-0.62	-0.34	-0.07	-0.27
YOR343C	-	-	-0.09	-	-	-	-	-0.76
YOR344C	-0.32	-0.47	-0.45	-0.27	0.15	0.14	0.81	0.23
YOR345C	-0.56	-1.09	-0.81	-	-0.69	-0.64	-0.71	-0.56
YOR346W	0.12	0.05	-0.04	0.17	-0.15	-0.66	-0.19	-0.38
YOR347C	0.88	1.46	2.27	2.29	2.14	1.82	1.45	0.78
YOR348C	0.32	0.19	0.7	0.78	0.95	0.07	0.23	-0.38
YOR349W	-0.03	-0.56	-0.05	-0.11	0.03	-0.42	-0.05	-0.3
YOR350C	-0.01	-0.1	0.18	0.29	0.49	0.31	0.77	0.61
YOR351C	0.1	-0.61	-0.38	-0.03	-0.3	-0.47	-0.32	-0.47
YOR352W	0.52	0.89	1.1	0.92	0.61	0.42	0.33	0.16
YOR353C	-0.1	-0.27	0.06	-0.1	-	0.01	-0.3	-
YOR354C	-	0.23	0.92	0.61	0.44	0.23	-0.14	-0.32
YOR355W	-0.31	-0.78	-1.09	-1.11	-0.6	-0.74	-0.91	-0.45
YOR356W	0.24	0.21	0.25	0.17	0.01	0.17	-	-0.3
YOR357C	0.14	0.73	0.63	0.58	0.56	0.63	0.2	0.29
YOR358W	0.25	0.65	0.77	0.74	0.24	0.6	0.43	0.1
YOR359W	-0.29	-0.58	-0.47	-0.05	-0.5	-0.78	-0.4	-0.27
YOR360C	-0.34	-0.41	-0.57	-0.4	-0.25	-0.11	-0.01	-
YOR361C	-0.22	-0.59	-0.67	-1.01	-0.86	-0.46	-0.5	-0.6
YOR362C	0.66	1.28	1.5	1.55	1.32	1.43	1.43	0.7
YOR363C	0.08	-0.32	0.18	-0.21	-0.2	0.01	-0.17	0.08
YOR364W	0.04	-0.14	-	-0.01	-0.74	-0.29	-0.32	-0.2
YOR365C	-	-0.43	-0.74	-0.3	0.08	-1	0.15	-
YOR366W	-0.07	-0.32	-0.09	-0.3	-1.22	-0.62	-0.69	-0.17
YOR367W	0.44	0.96	0.82	0.61	0.82	0.42	0.07	-0.25
YOR368W	0.08	0.19	-0.01	-0.15	-0.62	-0.3	-0.22	-0.1
YOR369C	0.5	0.59	-0.25	-0.97	-1.4	-1.25	-0.86	-0.6
YOR370C	-	-0.36	-0.53	-0.53	-0.14	-0.36	-0.21	-0.18
YOR371C	-0.18	-0.43	-0.17	-0.2	-0.04	-0.38	-0.37	-0.1
YOR372C	0.07	-0.15	-0.17	-0.36	-0.07	-0.29	-0.29	0.08
YOR373W	0.07	0.33	0.2	0.33	0.08	-0.06	-0.18	-0.2
YOR374W	2.63	3.97	4.72	5.15	4.68	4.16	3.14	1.84
YOR375C	0.41	0.11	-	0.25	-	-0.62	-0.76	-0.74
YOR376W	0.37	-	0.04	0.08	-0.56	-0.18	-0.38	-0.4
YOR377W	-0.15	-0.62	-0.4	-0.58	-0.49	-0.94	-0.74	-0.3
YOR378W	-0.32	-0.56	-0.34	-0.17	0.07	0.28	0.11	0.3
YOR379C	-0.27	-0.45	-0.38	-0.2	-0.06	-0.25	-0.25	-
YOR380W	0.2	0.06	0.19	0.3	0.26	0.32	0.16	0.08
YOR381W	-0.04	-0.51	-0.13	-0.02	-0.34	-0.42	-0.01	-0.4
YOR382W	0.51	1.81	1.95	2.72	2.44	2.63	2.41	2.06
YOR383C	0.21	0.57	0.88	1.41	1.31	1.19	1.05	1.05
YOR384W	-0.08	-0.45	-0.09	0.07	-0.16	-0.3	-0.34	-0.23
YOR385W	-0.1	0.1	-0.12	-0.32	0.04	0.11	2.12	1
YOR386W	0.46	0.83	1.06	1.54	0.76	0.85	0.53	-
YOR387C	-0.09	0.49	0.55	0.56	0.43	0.2	-0.34	0.03
YOR388C	-0.07	-0.34	0.03	-0.23	-0.51	-0.25	-0.64	-0.51
YOR389W	-0.17	0.11	0.23	0.93	0.93	1.18	0.77	0.6
YOR390W	-0.07	-0.45	-0.54	-0.74	-0.54	-0.56	-0.69	-
YOR391C	-0.1	0.12	0.3	1.66	1.37	1.42	0.15	-
YOR392W	-0.27	-0.34	-0.12	0.34	-0.76	-0.23	-0.58	-
YOR393W	-0.32	-0.09	-0.15	0.28	-0.06	-	-0.03	-
YOR394W	0.15	0.41	-0.17	0.1	-0.04	-0.3	-	0.06
YPL001W	-0.07	-0.12	-0.27	-0.22	0.18	0.03	-	0.49
YPL002C	0.37	0.45	0.21	0.29	0.25	0.01	0.2	0.3
YPL003W	0.6	1.01	1.12	1	0.96	0.55	0.16	0.25
YPL004C	1.3	2.05	2.38	2.43	2.13	1.42	0.79	0.33
YPL005W	0.18	0.19	0.38	-0.12	-0.11	0.11	0.1	0.19
YPL006W	0.15	-0.11	0.17	0.32	0.09	-0.18	-	-0.42
YPL007C	-0.04	-0.14	0.14	-0.12	-0.23	-0.29	-0.29	0.03
YPL008W	-0.18	-0.14	-0.05	-0.28	-0.21	-0.28	-0.49	-0.19
YPL009C	-0.38	-0.43	0.12	-0.22	-0.16	-0.01	0.06	-0.03
YPL010W	0.44	0.67	0.54	0.61	0.8	0.64	0.85	0.48
YPL011C	-0.18	-	-	-0.43	-0.14	-	-	-
YPL012W	-0.34	-1.56	-1.39	-1.91	-2.64	-1	-0.44	-0.64
YPL013C	0.03	0.52	0.55	0.31	0.53	0.53	0.74	-
YPL014W	0.24	0.34	0.86	0.54	0.44	0.26	2.51	0.01
YPL015C	0.23	0.51	0.49	0.37	0.16	0.3	0.37	-0.45
YPL016W	0.18	0.07	-	-0.11	-0.17	-0.36	-0.24	-0.23
YPL017C	-0.03	-0.42	-0.07	-0.2	0.32	0.52	0.11	-0.04
YPL018W	-	0.04	0.26	0.24	0.56	0.25	0.31	-0.12
YPL019C	-0.2	-0.62	-0.62	-0.97	-0.64	-0.56	-0.34	-0.69
YPL020C	-0.1	0.06	0.12	-0.22	0.03	-0.17	-0.49	0.01
YPL021W	-0.12	0.19	0.08	0.18	-0.34	-0.38	0.71	-1.51
YPL022W	-0.24	-0.14	0.08	-0.03	0.09	-0.13	-0.33	-0.15
YPL023C	-0.07	-	-0.1	-0.04	0.1	0.01	-0.15	-0.38
YPL024W	0.23	0.41	0.46	0.26	0.46	0.32	-0.04	0.18
YPL025C	-0.3	-0.51	-0.79	-0.27	-0.49	-0.71	-0.49	-0.84
YPL026C	0.15	0.1	0.06	-0.1	0.19	0.06	-0.2	0.29
YPL027W	-0.17	0.01	-0.3	0.58	0.66	0.51	0.46	0.04
YPL028W	0.34	0.33	0.31	0.14	0.12	0.29	0.14	0.26
YPL029W	-0.47	-0.43	0.16	-0.42	-0.23	-0.18	-0.36	-0.23
YPL030W	-0.54	-0.68	-0.2	-0.68	-0.68	-0.58	-0.3	-0.38
YPL031C	0.51	0.67	0.57	0.54	0.57	0.49	0.39	0.08
YPL032C	-0.04	-0.11	-0.21	-0.3	-0.4	-0.79	-1.6	-0.43
YPL033C	-0.23	-0.25	-0.4	-0.1	-	-0.07	0.18	-0.17
YPL034W	0.06	0.63	0.69	0.46	0.65	0.79	0.89	-0.03
YPL035C	-0.1	0.29	-0.36	0.3	0.3	0.56	0.58	0.24
YPL036W	0.06	-0.51	-0.61	-0.94	-0.8	-0.66	-0.39	-0.39
YPL037C	0.48	0.63	0.1	-0.15	-0.14	-0.04	0.06	-0.07
YPL038W	-0.06	-0.15	-0.03	-0.14	-0.3	-0.18	-0.64	-0.12
YPL039W	-0.04	-0.16	0.18	-0.17	-0.3	-0.2	-0.27	-
YPL040C	-0.02	-0.27	0.13	0.05	0.05	-0.2	-0.37	-0.27
YPL041C	-0.01	0.04	0.11	0.29	0.43	0.48	0.42	0.28
YPL042C	0.08	-0.04	0.1	0.16	0.02	-0.03	-0.14	-0.08
YPL043W	-1.43	-2.25	-2.47	-2.64	-2	-1.47	-1.09	-0.79
YPL044C	-1.32	-2	-2.47	-1.6	-1.64	-1.64	-1.22	-0.69
YPL045W	-0.27	-0.3	-0.27	-0.32	-0.09	-0.11	-0.32	0.01
YPL046C	0.2	0.1	0.31	0.04	-0.06	-0.06	-0.34	-0.19
YPL047W	-0.05	0.06	-0.02	-0.02	-0.06	0.03	-	-0.42
YPL048W	0.11	0.21	0.26	0.18	0.36	0.34	0.25	0.11
YPL049C	0.06	0.11	0.23	0.67	0.41	0.19	0.24	-
YPL050C	-0.03	-0.07	-0.34	-0.42	-0.12	-0.17	-0.32	-0.04
YPL051W	-0.14	0.21	0.1	-0.04	0.06	0.23	-0.14	0.15
YPL052W	-0.14	0.52	0.64	0.72	0.76	0.8	1.26	0.69
YPL053C	0.06	0.11	0.33	0.28	0.52	0.53	0.3	0.23
YPL054W	0.77	2.11	2.82	1.74	1.84	1.04	0.61	0.39
YPL055C	0.24	0.25	0.61	1.24	0.95	0.84	1.1	0.63
YPL056C	0.56	0.59	0.58	-0.15	0.25	0.65	0.87	-0.1
YPL057C	0.58	0.81	0.82	0.74	0.64	0.75	1.01	0.56
YPL058C	0.33	0.25	0.23	0.3	-0.11	-0.04	0.07	-0.79
YPL059W	0.46	0.82	0.84	0.91	1.01	0.98	0.7	0.36
YPL060W	-0.06	0.08	0.31	0.31	-0.47	0.03	0.15	0.3
YPL061W	2.49	2.91	2.96	2.98	3.1	2.74	1.71	2.1
YPL062W	-0.01	-0.29	-	-0.03	-0.81	-0.67	-0.4	-0.56
YPL063W	0.23	0.28	0.25	0.03	0.3	0.08	0.96	-0.1
YPL064C	0.18	0.26	0.18	0.14	0.06	0.19	0.12	0.34
YPL065W	0.36	0.56	0.37	0.34	0.58	0.39	0.16	0.29
YPL066W	0.41	0.2	0.14	0.15	0.11	0.11	0.49	0.26
YPL067C	0.23	0.26	-0.15	0.07	0.14	0.15	0.68	0.33
YPL068C	-0.29	-0.6	-0.86	-0.6	-1.03	-0.79	-0.43	-0.27
YPL069C	-0.06	-0.12	-0.29	-0.51	-0.1	-0.34	-0.03	-0.12
YPL070W	0.12	0.19	0.32	0.24	0.04	-0.03	0.3	0.15
YPL071C	0.04	0.37	0.15	0.14	0.19	0.46	0.42	0.25
YPL072W	0.08	0.43	0.37	0.41	0.28	0.28	-0.14	0.01
YPL073C	0.07	0.34	0.42	0.24	0.17	0.14	-0.16	-0.18
YPL074W	0.08	-0.3	0.01	-0.1	-0.14	-0.39	-0.33	-0.49
YPL075W	-0.5	-0.7	-0.69	-0.61	-0.35	-0.42	-0.16	-0.34
YPL076W	0.06	-0.15	-0.2	0.08	-0.34	0.04	0.26	-0.01
YPL077C	-0.06	0.06	0.19	0.14	0.21	0.43	0.26	0.15
YPL078C	0.38	0.97	0.79	0.36	0.3	-	0.08	-0.06
YPL079W	0.45	0.28	-0.49	-1.15	-1.18	-0.89	-0.62	-0.51
YPL080C	0.18	0.24	-0.23	-0.3	-0.38	-	-0.18	-0.23
YPL081W	0.19	0.1	-0.56	-1	-0.79	-0.62	-0.47	-0.23
YPL082C	-0.02	-0.46	-0.15	-0.39	-0.6	-0.13	-0.21	-0.63
YPL083C	-	-0.25	-0.22	-0.29	0.01	-0.07	-0.15	0.04
YPL084W	0.19	0.07	0.31	0.23	0.19	-0.15	-0.45	-0.22
YPL085W	-0.37	-0.92	-0.12	-0.18	-0.09	0.04	-0.18	-0.23
YPL086C	-0.23	-0.97	-1.47	-1.6	-1.29	-0.97	-0.69	-0.32
YPL087W	0.4	1.29	0.82	1.76	1.61	1.22	1.62	0.49
YPL088W	0.04	0.03	0.16	0.58	0.72	1.48	2.89	1.41
YPL089C	0.01	-0.96	-0.11	-0.15	-0.08	-0.29	0.44	0.33
YPL090C	0.37	0.48	-0.3	-1.12	-1.4	-0.97	-0.92	-0.64
YPL091W	0.87	1.23	1.29	1.27	1.18	0.79	0.6	0.45
YPL092W	-0.15	-0.54	-0.23	-0.32	-0.22	-0.23	-0.67	-0.54
YPL093W	-0.51	-2.25	-1.85	-1.54	-1.42	-1.43	-0.33	-0.91
YPL094C	0.01	-0.17	-0.18	-0.09	0.33	0.37	0.77	0.49
YPL095C	0.01	0.25	-0.12	0.08	0.15	0.04	0.1	0.18
YPL096W	0.18	0.46	0.52	0.53	0.31	0.37	0.15	0.2
YPL097W	0.19	0.68	0.45	0.95	1.04	0.45	0.03	0.08
YPL098C	0.59	0.58	0.6	0.58	0.56	0.55	0.32	-
YPL099C	0.25	0.71	0.07	0.69	0.83	0.59	0.61	0.25
YPL100W	0.04	-	0.35	0.28	0.16	-0.08	-0.12	0.34
YPL101W	-0.15	-0.64	-0.84	-0.76	-0.51	-0.23	0.08	0.07
YPL102C	-0.03	-0.49	-0.6	-0.51	-0.54	-0.39	-0.19	-0.14
YPL103C	0.01	0.2	0.21	0.07	0.28	0.07	0.01	0.07
YPL104W	-	0.42	0.67	0.75	0.69	0.45	-0.06	-0.01
YPL105C	-0.51	-0.56	-0.56	-0.6	-0.1	-0.43	-0.56	-0.29
YPL106C	0.29	0.44	0.66	0.49	0.69	0.61	1.18	1.16
YPL107W	-0.1	0.3	0.31	0.37	0.52	0.65	0.59	0.66
YPL108W	-0.27	-0.62	-0.69	-0.74	-0.64	-0.4	-0.23	-0.09
YPL109C	0.25	0.64	0.82	0.6	0.48	0.54	0.44	0.04
YPL110C	-0.09	-	0.08	-0.2	-0.04	-0.04	-0.3	-0.2
YPL111W	0.41	0.37	0.41	0.04	-0.29	-0.67	-1.15	0.15
YPL112C	0.15	0.12	-0.01	-0.27	-0.22	-0.36	-0.86	-
YPL113C	0.2	1.04	1.5	1.48	1.2	0.64	-0.01	-0.1
YPL114W	0.3	1.12	1.29	0.99	1.11	0.33	-0.4	-0.22
YPL115C	-0.47	-0.38	-0.49	-0.15	-0.43	-0.51	-0.51	-0.45
YPL116W	0.32	0.2	0.63	0.28	0.16	-0.25	-1.18	0.16
YPL117C	-0.06	-0.15	-0.69	-0.92	-0.71	-0.27	-0.04	-0.23
YPL118W	0.24	0.58	0.85	0.63	0.48	0.18	-0.09	0.03
YPL119C	0.45	0.71	0.97	1.37	1.26	0.77	0.83	0.2
YPL120W	0.1	0.28	0.44	0.26	0.23	0.21	-0.29	0.16
YPL121C	-0.04	-0.22	-0.36	-0.17	-0.54	-0.84	-0.3	-0.92
YPL122C	-0.18	-0.47	-0.67	-0.76	-0.64	-0.49	-0.22	-0.1
YPL123C	0.58	1.41	1.37	1.65	1.26	0.88	0.23	0.14
YPL124W	-0.09	0.4	0.29	-0.09	0.1	0.18	-0.42	0.11
YPL125W	0.03	-0.54	-0.29	-0.6	-0.54	-0.62	-0.45	-0.51
YPL126W	-0.62	-2	-2.32	-2.06	-1.94	-1.22	-0.27	-0.34
YPL127C	0.44	0.29	0.59	0.42	0.64	0.53	0.3	0.5
YPL128C	-0.07	-0.62	-0.67	-0.54	-0.43	-0.23	-0.54	-0.14
YPL129W	0.1	0.3	0.06	-0.07	-	0.29	0.12	0.08
YPL130W	-0.07	-0.6	-0.47	-0.58	-0.74	-0.86	-0.22	-1
