ORF	         NaCl 0m	        NaCl 15m	        NaCl 30m	        NaCl 45m	        NaCl 60m	       NaCl 120m
YOL044W	          350.00	            NULL	          596.00	          703.50	          386.50	            NULL
YOL045W	          212.00	            NULL	          510.80	          458.00	          366.80	            NULL
YOL046C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL047C	           48.00	            NULL	          349.70	          300.50	            NULL	            NULL
YOL048C	          307.00	          153.00	         1876.20	         2351.50	         1724.30	          807.10
YOL049W	          732.00	          249.40	          684.20	          489.50	         1235.90	          716.50
YOL050C	            NULL	            NULL	           60.50	          136.40	            NULL	            NULL
YOL051W	          495.00	          157.20	          517.00	          757.80	          791.50	          535.40
YOL052C	         1556.00	          652.80	          839.90	          466.70	          523.00	          491.40
YOL053W	          145.00	          175.70	          567.60	          406.90	          383.50	            NULL
YOL054W	          266.00	          189.10	          381.90	          225.50	          339.50	          195.30
YOL055C	            NULL	            NULL	          529.20	          501.40	            NULL	            NULL
YOL056W	          466.00	          212.50	          771.60	          381.90	          347.10	          219.80
YOL057W	            NULL	            NULL	           26.80	            NULL	            NULL	            NULL
YOL058W	            NULL	          170.00	          471.70	          399.30	         7286.50	         2811.10
YOL059W	          917.00	          274.20	          754.70	          866.40	          650.40	            NULL
YOL060C	          454.00	          168.60	          640.50	          854.50	          485.10	          212.50
YOL061W	          977.00	          429.50	          628.90	          606.80	          699.00	          440.00
YOL062C	          241.00	          108.30	          499.30	          288.50	          489.60	          315.20
YOL063C	          345.00	          134.50	          457.10	          466.70	          436.60	            NULL
YOL064C	          917.00	          624.40	          912.80	         1249.90	         1700.10	          995.50
YOL065C	          206.00	          100.50	          245.40	          292.90	            NULL	            NULL
YOL066C	          360.00	          189.10	          485.50	          727.40	          476.00	          263.80
YOL067C	            NULL	            NULL	            NULL	           49.50	            NULL	            NULL
YOL068C	         2443.00	         1066.10	         1813.30	         3311.80	         2235.50	         1409.00
YOL069W	            NULL	            NULL	            NULL	          287.40	          139.30	            NULL
YOL070C	          245.00	          198.30	          183.30	          405.80	          406.20	            NULL
YOL071W	            NULL	            NULL	            NULL	         1126.10	            NULL	            NULL
YOL072W	          337.00	          118.20	          273.80	          617.70	            NULL	            NULL
YOL073C	          523.00	          120.40	          566.00	         1024.00	          419.90	          418.00
YOL075C	           87.00	            NULL	           45.20	            NULL	            NULL	            NULL
YOL076W	          346.00	          107.60	          278.40	          207.00	          331.90	            NULL
YOL077C	         1409.00	          345.10	          187.10	            NULL	          676.20	          474.30
YOL078W	          170.00	            NULL	            NULL	          111.40	          155.90	            NULL
YOL079W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
