ORF	     Sorbitol 0m	    Sorbitol 15m	    Sorbitol 30m	    Sorbitol 45m	    Sorbitol 90m	   Sorbitol 120m
YOL151W	         1647.00	         3146.90	        11772.90	         6458.10	         3681.10	         3257.80
YOL152W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL153C	            NULL	            NULL	          251.20	            NULL	            NULL	            NULL
YOL154W	          386.00	          233.90	          404.30	          484.80	          276.80	          461.00
YOL155C	          819.00	          456.40	          771.50	         1277.20	         1713.00	         2579.80
YOL156W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL157C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL158C	         3059.00	          899.60	         1225.30	         1645.00	         1088.00	         1340.00
YOL159C	           99.00	            NULL	            NULL	          184.90	          111.50	           81.60
YOL160W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL161C	          611.00	            NULL	          587.00	            NULL	            NULL	            NULL
YOL162W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL163W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL164W	          101.00	            NULL	          352.70	          191.70	          193.00	          269.20
YOL165C	            NULL	            NULL	            NULL	          430.50	            NULL	          238.10
YOL166C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOR001W	          578.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOR002W	          995.00	          873.80	         1601.70	         2008.60	         1281.20	         1202.20
YOR003W	            NULL	            NULL	          347.10	            NULL	            NULL	          195.60
YOR004W	         3100.00	          401.90	            NULL	         1981.50	         2080.80	         2016.90
YOR005C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOR006C	          151.00	            NULL	          254.90	          293.50	          265.10	          279.60
YOR007C	         3642.00	         2316.90	         3282.50	         7558.50	         2999.10	         3073.30
YOR008C	          447.00	          202.50	          389.60	          688.30	          502.60	          627.90
YOR008C-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOR009W	          920.00	          353.00	          481.80	          587.90	          699.30	          736.70
YOR010C	         1291.00	         1325.30	         1500.20	         2529.70	         1747.90	         1743.30
YOR011W	          186.00	            NULL	            NULL	            NULL	          310.50	          213.20
YOR012W	          171.00	            NULL	          201.40	            NULL	            NULL	          213.20
YOR013W	         1077.00	          618.00	         1123.90	         1133.40	         1163.60	         1065.30
YOR014W	          504.00	            NULL	            NULL	            NULL	            NULL	          195.60
YOR015W	          652.00	            NULL	          778.90	          722.20	          463.00	          539.80
YOR016C	          351.00	           84.30	            NULL	            NULL	            NULL	          339.70
YOR017W	         1048.00	          340.10	          869.30	          988.20	         1079.80	         1015.60
YOR018W	          279.00	          281.90	          878.50	          463.10	          416.40	          460.00
